name,sex,first,second
ALLEGRA,F,25,14
ANDRESSA,F,25,0
ANNA MARIA,F,25,100
ANNE-SOPHIE,F,25,2
APOLLINE,F,25,0
AURELIIA,F,25,0
AYAN,F,25,0
AYBÜKE,F,25,2
AZHAR,F,25,0
BETYNA,F,25,7
BOTAGOZ,F,25,0
BOŻENTYNA,F,25,12
CHANTEL,F,25,17
CHRYZANTA,F,25,17
CIARA,F,25,28
CLAUDINE,F,25,18
CYLA,F,25,0
CǍTǍLINA,F,25,0
DANICA,F,25,4
DEMET,F,25,4
DEVIKA,F,25,4
DILFUZA,F,25,0
DIYANA,F,25,0
DONATELLA,F,25,6
ELIANNA,F,25,3
ELSE,F,25,21
ETHEL,F,25,23
EUSTACHIA,F,25,10
FAJGA,F,25,8
GELENA,F,25,0
GEMA,F,25,6
GRACIA,F,25,24
GUADALUPE,F,25,65
GULNORA,F,25,0
HEN,F,25,11
HILARY,F,25,8
ILAHA,F,25,0
IMOGEN,F,25,9
INARA,F,25,0
INESE,F,25,0
IVELINA,F,25,0
JEMMA,F,25,0
JUNG,F,25,18
KAORI,F,25,4
KAVITA,F,25,0
LEO,F,25,0
LEXIE,F,25,0
LIHUA,F,25,0
LILIANNE,F,25,6
LORI,F,25,3
LYRA,F,25,6
MAGALÍ,F,25,18
MAI ANH,F,25,0
MAREKHI,F,25,0
MARGARIT,F,25,0
MARIZA,F,25,9
MILIANA,F,25,8
MYKOLA,F,25,2
NABILA,F,25,5
NIGINA,F,25,0
NOAH,F,25,2
NOEMIE,F,25,3
PAZ,F,25,22
RANO,F,25,0
RYWA,F,25,0
SHUSHANIK,F,25,0
SIENA,F,25,9
SINDI,F,25,7
SIUZANA,F,25,0
SLAVA,F,25,0
SŁAWINA,F,25,17
TALINA,F,25,0
TANITA,F,25,17
THI YEN,F,25,0
THỊ LOAN,F,25,0
THỊ MAI,F,25,0
THỊ NGỌC,F,25,0
THỊ YẾN,F,25,0
TUANA,F,25,9
TURANA,F,25,0
TYCJANA,F,25,15
TÜNDE,F,25,8
ULVIYYA,F,25,0
VALERY,F,25,5
VICTORIYA,F,25,0
VIDA,F,25,3
VLADYLENA,F,25,0
WEN,F,25,7
WENETA,F,25,14
WIDA,F,25,2
YADVIGA,F,25,0
YANYAN,F,25,0
YELYSAVETA,F,25,0
YEMILIIA,F,25,0
YEN,F,25,12
YUKO,F,25,0
ZENA,F,25,11
ZHALA,F,25,0
ZHANNETA,F,25,0
ZHANSAYA,F,25,0
ZHIBEK,F,25,0
ZYUMBYULKA,F,25,0
ÇAĞLA,F,25,6
İLKNUR,F,25,0
AIA,F,24,0
ALUA,F,24,0
AMARACHI,F,24,44
AMBRE,F,24,7
ANALIZA,F,24,0
ANDZELIKA,F,24,9
ANDZHELA,F,24,0
ANELIZA,F,24,7
ANGÉLIQUE,F,24,10
ANIFE,F,24,0
ANSTASIIA,F,24,0
ARETTA,F,24,11
ASHKHEN,F,24,0
AZALIA,F,24,4
BAO ANH,F,24,2
BERNADETT,F,24,6
BORYSŁAWA,F,24,14
CATHY,F,24,12
CHIEDZA,F,24,15
CSILLA,F,24,12
DENISSE,F,24,17
DEONIZA,F,24,8
DIDEM,F,24,5
ELIZAWIETA,F,24,0
ELMAZ,F,24,0
EMMI,F,24,6
EUDOCHIA,F,24,0
EVDOKIA,F,24,0
FRANKIE,F,24,10
GALIYA,F,24,0
GANGA,F,24,3
GAUKHAR,F,24,0
HAIYAN,F,24,0
HANH,F,24,20
HAVVA,F,24,3
HRYSTYNA,F,24,0
ILENIA,F,24,0
IVETTE,F,24,17
JIWON,F,24,0
JIYOUNG,F,24,0
JOSIANE,F,24,8
JUNA,F,24,7
JUTKA,F,24,0
KATALEIA,F,24,3
KATERINE,F,24,26
KAYRA,F,24,6
KOLETTA,F,24,13
LINDSAY,F,24,14
MAISIE,F,24,12
MANDY,F,24,5
MARGA,F,24,13
MARGARETHA,F,24,27
MARIA CAMILA,F,24,0
MARKIZA,F,24,10
MARY JOY,F,24,0
MIŁOCHNA,F,24,8
MÁRTA,F,24,6
MŚCISŁAWA,F,24,10
NAZAKAT,F,24,0
NESLİHAN,F,24,2
NIKE,F,24,28
NING,F,24,4
NURCAN,F,24,5
OLESJA,F,24,0
OŁEKSANDRA,F,24,0
PRATIMA,F,24,0
RADIMA,F,24,0
REBEKKA,F,24,11
REYHAN,F,24,2
RICHA,F,24,0
RIKA,F,24,6
ROSEMARIA,F,24,12
SADAGAT,F,24,0
SAKSHI,F,24,0
SAWANA,F,24,8
SENEM,F,24,9
SERRA,F,24,13
SESILI,F,24,0
SHELLEY,F,24,6
SHIKHA,F,24,0
SHULAMIT,F,24,11
STAVROULA,F,24,4
TARESA,F,24,2
TAYLOR,F,24,27
TEMENUZHKA,F,24,0
THI OANH,F,24,0
THUY LINH,F,24,2
THỊ OANH,F,24,0
TRACEY,F,24,8
TUNZALA,F,24,0
UNA,F,24,13
VALIDA,F,24,0
VALIERIIA,F,24,0
VARDA,F,24,3
VENUS,F,24,9
VIVIANNE,F,24,9
WALERIJA,F,24,0
YE,F,24,0
YEIMY,F,24,0
YUTING,F,24,0
ZEYNAB,F,24,0
ÉMILIE,F,24,6
ŻELISŁAWA,F,24,19
ALEXSANDRA,F,23,11
AMILIA,F,23,4
ANAMIKA,F,23,0
ANANO,F,23,0
ANETT,F,23,0
ANGELINE,F,23,18
ANIKÓ,F,23,3
ANNA-VIKTORIIA,F,23,0
ANURADHA,F,23,0
ARUNA,F,23,4
ASMITA,F,23,0
ASTERIA,F,23,17
AYAKO,F,23,0
BERİL,F,23,4
BIBI,F,23,12
BISHNU,F,23,0
CLARICE,F,23,2
CÉLIA,F,23,4
DEWI,F,23,17
DITA,F,23,5
DOMICELLA,F,23,12
DOMNIKIIA,F,23,0
ELLE,F,23,16
ENOLA,F,23,7
ESENIIA,F,23,0
EUN,F,23,18
EURELIA,F,23,9
EWGENIA,F,23,0
FAUSTINE,F,23,6
FELICITAS,F,23,17
FRANCINE,F,23,20
GIA,F,23,6
GULZAT,F,23,0
GÜLCAN,F,23,3
HINDA,F,23,8
ISKRA,F,23,7
IŞIL,F,23,3
JAROMIRA,F,23,13
JENNET,F,23,0
JULIANNE,F,23,5
KARA,F,23,10
KARNI,F,23,0
KAZYMYRA,F,23,0
KELSEY,F,23,2
KHADIZHA,F,23,0
KHANH LINH,F,23,2
KIANA,F,23,5
KRYSTA,F,23,16
LAURETTA,F,23,7
LAYAN,F,23,0
LEAKADZIYA,F,23,0
LIANE,F,23,4
LIRA,F,23,3
LIUTSYNA,F,23,0
LOVELY,F,23,3
LULU,F,23,12
MADELYN,F,23,4
MALIN,F,23,14
MARYJA,F,23,16
MAÏA,F,23,0
MELINE,F,23,2
MILDRED,F,23,6
MILEY,F,23,7
MIRNA,F,23,4
MISHA,F,23,3
MÓNIKA,F,23,7
NADEŽDA,F,23,0
NANDINI,F,23,3
NAZAR,F,23,0
NAZIK,F,23,0
NAZLICAN,F,23,0
NELE,F,23,0
NEVENA,F,23,3
NIDIA,F,23,4
NILAY,F,23,4
NÓRA,F,23,4
OLIVERA,F,23,0
OLIVIYA,F,23,0
PENELOPA,F,23,26
POLLYANNA,F,23,2
RAWAN,F,23,0
RENIA,F,23,12
RITIKA,F,23,0
ROPAFADZO,F,23,18
RUCHI,F,23,0
SABITA,F,23,0
SAFIIA,F,23,0
SALOMEJA,F,23,19
SANNA,F,23,4
SARANYA,F,23,0
SASZA,F,23,11
SHILPA,F,23,0
SIDONIA,F,23,12
SIRINE,F,23,0
SISSI,F,23,3
SOFII,F,23,4
SONAM,F,23,0
SOPHIO,F,23,0
SOYEON,F,23,0
SOŁOMIJA,F,23,0
STACEY,F,23,13
STEFFI,F,23,9
SWATHI,F,23,0
SÜMEYRA,F,23,3
TANAKA,F,23,18
TENDAI,F,23,12
THI TAM,F,23,0
THI VAN,F,23,0
THỊ HUỆ,F,23,0
THỊ LIÊN,F,23,0
THỊ LÝ,F,23,0
VAISHNAVI,F,23,0
VETA,F,23,0
WIKA,F,23,3
XINYU,F,23,0
YAMILA,F,23,7
YASNA,F,23,0
YAǦMUR,F,23,4
YIFAN,F,23,0
YINA,F,23,2
YUNNA,F,23,0
ZHULDYZ,F,23,0
ÖZNUR,F,23,0
ŚWIETLANA,F,23,17
ŽANETA,F,23,0
ADELYA,F,22,0
ADRIENN,F,22,8
ADÈLE,F,22,5
AGNETA,F,22,6
AGOSTINA,F,22,11
AHAFIIA,F,22,0
AIMAN,F,22,2
AIPERI,F,22,0
AISHAT,F,22,2
AITANA,F,22,2
ALESJA,F,22,2
ALICIJA,F,22,0
ALIKI,F,22,2
ALIMA,F,22,3
ALITSIIA,F,22,0
ALMOG,F,22,0
ANAIDA,F,22,2
ANASTASIIA-MARIIA,F,22,0
ANNELISE,F,22,7
ARIN,F,22,2
ARSENIIA,F,22,0
ARYANA,F,22,5
AYSHAN,F,22,0
BAO NGOC,F,22,0
BAYAN,F,22,0
BEGIMAI,F,22,0
BETHANY,F,22,12
BILJANA,F,22,0
BINA,F,22,6
CRISTIANE,F,22,7
CRYSTAL,F,22,15
DAKOTA,F,22,17
DALIT,F,22,3
DAMROKA,F,22,36
DENIS,F,22,4
DESPOINA,F,22,4
DIANA CAROLINA,F,22,0
DIANA-MARIIA,F,22,0
DOR,F,22,0
DOROTEA,F,22,10
DŻAMILA,F,22,17
ELEFTHERIA,F,22,6
ELHAM,F,22,2
ELIYA,F,22,2
ELIZAVIETA,F,22,0
ENIKŐ,F,22,3
ENYA,F,22,9
EUNJI,F,22,0
FAIZA,F,22,4
FEODORA,F,22,0
FEODOSIIA,F,22,0
FLEUR,F,22,17
FRANCY,F,22,2
GARIMA,F,22,0
GAÏA,F,22,3
GEFFEN,F,22,0
GULDANA,F,22,0
GULNUR,F,22,0
HANIYA,F,22,0
HARUKA,F,22,2
HELIN,F,22,8
HELLEN,F,22,16
HUDA,F,22,0
IBOLYA,F,22,6
IOULIA,F,22,0
IRMAK,F,22,8
JAEL,F,22,17
JEMIMA,F,22,12
JI,F,22,5
JIHYUN,F,22,0
JOVELYN,F,22,0
KAIRA,F,22,2
KAITLYN,F,22,4
KALIKSTA,F,22,13
KATHRINE,F,22,14
KORDELIA,F,22,13
KRASIMIRA,F,22,0
LATOJA,F,22,9
LIDYA,F,22,3
LINOY,F,22,0
LIU,F,22,3
LORAINE,F,22,10
LUCA,F,22,6
LUCYLA,F,22,7
LYNDA,F,22,7
MACY,F,22,3
MAIJA,F,22,14
MALANNIA,F,22,0
MANAR,F,22,2
MANZURA,F,22,0
MAYAN,F,22,0
MEENAKSHI,F,22,0
MEERA,F,22,8
MELODIA,F,22,30
MIJAL,F,22,20
MILI,F,22,0
MISHEEL,F,22,0
NASTYA,F,22,2
NATHALY,F,22,13
NIDA,F,22,0
NIKOLIETTA,F,22,0
NORBERTA,F,22,28
NOURA,F,22,0
NURTEN,F,22,0
OFEK,F,22,0
OFRA,F,22,0
ORLA,F,22,20
PABITRA,F,22,0
PARISA,F,22,3
POLLY,F,22,4
QIN,F,22,0
RAFFAELLA,F,22,10
REBEKAH,F,22,6
ROKSANNA,F,22,7
ROZANETA,F,22,6
RUF,F,22,0
RUZHENA,F,22,0
RÉKA,F,22,5
SAFINA,F,22,0
SARIKA,F,22,0
SAVANA,F,22,0
SHANAYA,F,22,2
SIEGRID,F,22,5
SRIJANA,F,22,0
STEPANYDA,F,22,0
STEPHANIA,F,22,14
SULISŁAWA,F,22,15
SVENJA,F,22,2
SWETHA,F,22,0
TAISIJA,F,22,0
TAMRIKO,F,22,0
TANATSWA,F,22,13
TAYA,F,22,0
THI THU HUONG,F,22,0
THỊ PHƯỢNG,F,22,0
THỊ THU HÀ,F,22,0
THỊ TÂM,F,22,0
TSION,F,22,0
TUǦÇE,F,22,5
VOLODYMYR,F,22,0
WIECZYSŁAWA,F,22,8
XINYUE,F,22,2
YAM,F,22,2
YULDUZ,F,22,0
YULIIANA,F,22,0
ZEINA,F,22,5
ZELIA,F,22,17
ZHENYA,F,22,0
ŞULE,F,22,7
ABBIE,F,21,4
ADELGUNDA,F,21,8
ADELIYA,F,21,0
AGNIA,F,21,0
AI,F,21,2
AIDAI,F,21,0
AIYA,F,21,0
AJLA,F,21,5
AKANKSHA,F,21,0
ALFIYA,F,21,0
ALIME,F,21,0
ANNA MARIIA,F,21,0
ANNELI,F,21,21
ARIETTA,F,21,10
ARISHA,F,21,0
ARLYN,F,21,0
ARTI,F,21,4
ASWATHY,F,21,0
AYAH,F,21,3
AYAKA,F,21,0
BASMA,F,21,2
BERTHA,F,21,7
BONITA,F,21,6
CENNET,F,21,0
CHI,F,21,21
CLÉMENCE,F,21,11
DAIWA,F,21,0
DARIKO,F,21,0
DEEPTI,F,21,0
DIKSHA,F,21,0
DIĀNA,F,21,0
DUNG,F,21,13
DİLEK,F,21,0
EBRAR,F,21,9
ELANA,F,21,0
EMELI,F,21,3
EMÍLIA,F,21,5
ERMINA,F,21,12
ESTEFANY,F,21,10
EVDOKIIA,F,21,0
FAVOUR,F,21,18
FİLİZ,F,21,2
GEORGETA,F,21,8
GLORIIA,F,21,0
GRAZIELLA,F,21,8
GUZAL,F,21,0
GUZEL,F,21,0
HAN,F,21,12
HANELORA,F,21,8
HELİN,F,21,3
HIND,F,21,2
HITA,F,21,0
IADVIGA,F,21,0
ILKNUR,F,21,0
IMANI,F,21,4
IMGARDA,F,21,12
IQRA,F,21,0
ISOBEL,F,21,24
IWANKA,F,21,9
IYA,F,21,0
JANETH,F,21,24
JANNAT,F,21,5
JEANETTA,F,21,7
JEWGIENIJA,F,21,0
JOLÁN,F,21,3
JÁZMIN,F,21,0
KABITA,F,21,0
KAY,F,21,77
KEVSER,F,21,0
KHATIRA,F,21,0
KHULAN,F,21,0
KLAUDIIA,F,21,0
KUMARI,F,21,142
LEILANI,F,21,6
LEIRE,F,21,0
LENNY,F,21,0
LESLY,F,21,3
LINGLING,F,21,0
LINNEA,F,21,26
LISETH,F,21,17
LUCILLE,F,21,22
LUMINITA,F,21,2
MADHURI,F,21,0
MAE,F,21,258
MAHSA,F,21,0
MAITE,F,21,4
MAMTA,F,21,0
MANSI,F,21,0
MAR'YANA,F,21,0
MARITTA,F,21,9
MARLEN,F,21,12
MEDINE,F,21,5
MIREIA,F,21,3
MIRUNA,F,21,7
MOUNA,F,21,3
MYROSŁAWA,F,21,0
NATA,F,21,0
NERMIN,F,21,3
NICOLINA,F,21,5
ORSZULA,F,21,16
PANAJOTA,F,21,8
PARBATI,F,21,0
PHUONG ANH,F,21,2
RAGSANA,F,21,0
RAZAN,F,21,2
RENUKA,F,21,0
RISA,F,21,0
RITU,F,21,0
RIVA,F,21,2
ROCÍO,F,21,7
RONNIE,F,21,3
ROZETA,F,21,10
RUCHLA,F,21,4
RUFARO,F,21,15
RUNA,F,21,5
RYWKA,F,21,9
SAADAT,F,21,0
SABRIN,F,21,0
SAIMA,F,21,2
SAKURA,F,21,6
SEDRA,F,21,0
SEFORA,F,21,2
SEVARA,F,21,0
SEVIM,F,21,6
SILVIE,F,21,2
SOFIKO,F,21,0
SUMITRA,F,21,2
SYNDIA,F,21,4
TEREZIIA,F,21,0
THI BINH,F,21,0
THI THU HA,F,21,0
THI TUYET,F,21,0
THỊ LINH,F,21,0
THỊ NGUYỆT,F,21,0
TUYET,F,21,4
ULRYKA,F,21,12
ULZHAN,F,21,0
URMILA,F,21,2
VIKTORIE,F,21,2
VIRGINIJA,F,21,0
XIAOMEI,F,21,0
YEVGENIA,F,21,0
YEWA,F,21,0
YULY,F,21,0
ZARIANA,F,21,0
ZORA,F,21,9
AGNÈS,F,20,22
AIGANYM,F,20,0
AIGUN,F,20,0
AITAN,F,20,0
AIZHAMAL,F,20,0
AMALIE,F,20,8
AMELKA,F,20,6
ANAHITA,F,20,6
ANDREINA,F,20,37
ANICENTA,F,20,7
ANISIA,F,20,0
ANTONELA,F,20,2
ANTONIETTA,F,20,17
ANYI,F,20,0
AVERY,F,20,13
AVHUSTA,F,20,0
AYUSHI,F,20,0
BLANDINE,F,20,7
CAREN,F,20,2
CHOLPON,F,20,0
CLAVDIA,F,20,0
DANIELE,F,20,8
DANIIA,F,20,0
DANIT,F,20,0
DANYYILA,F,20,0
DARIJA,F,20,0
DIMA,F,20,0
DIYA,F,20,4
DOMENICA,F,20,10
DONA,F,20,10
DORON,F,20,0
DOROTHEE,F,20,9
DULCE,F,20,0
DİLAN,F,20,2
EDANUR,F,20,0
EDDA,F,20,7
EKATERINI,F,20,3
EMELIA,F,20,4
EMIRA,F,20,9
EMNA,F,20,4
EVANHELINA,F,20,0
FABIA,F,20,15
FADZAI,F,20,14
FATEMA,F,20,2
FAUSTINA,F,20,22
GABRIEL,F,20,15
GAIL,F,20,34
GAURI,F,20,5
GEETA,F,20,0
GENOVEVA,F,20,4
GETA,F,20,0
GIA HAN,F,20,0
GIA LINH,F,20,0
GITLA,F,20,7
GIULI,F,20,0
HAI,F,20,3
HAWA,F,20,5
HIULNARA,F,20,0
IONA,F,20,17
IOVA,F,20,0
JARMIŁA,F,20,5
JESENIA,F,20,0
JIAXIN,F,20,0
JOVANKA,F,20,5
KAJLA,F,20,3
KHUSHBOO,F,20,0
KIM ANH,F,20,6
KSAWERYNA,F,20,11
LERA,F,20,0
LOTA,F,20,25
LUÍSA,F,20,11
MA.,F,20,0
MADDISON,F,20,4
MADHU,F,20,2
MAINA,F,20,3
MANIA,F,20,0
MARAM,F,20,0
MARETA,F,20,4
MARIA DEL PILAR,F,20,0
MARIAMA,F,20,11
MARICRIS,F,20,0
MARIIA-KHRYSTYNA,F,20,0
MEDNI,F,20,0
MEMORY,F,20,3
MEREY,F,20,0
MYKHAILO,F,20,0
MİRAY,F,20,0
NAFISA,F,20,0
NAJA,F,20,4
NATALII,F,20,0
NIKO,F,20,2
NORAH,F,20,13
NURUL,F,20,0
NİSA,F,20,17
OFELIIA,F,20,0
OFELYA,F,20,0
OLCHA,F,20,3
OPHIR,F,20,0
PEGGY,F,20,8
PETRUNELIA,F,20,0
PETYA,F,20,0
PREETHI,F,20,2
RACHELLE,F,20,9
RAHMA,F,20,6
RAKHILA,F,20,0
RANDA,F,20,5
RAUSHAN,F,20,0
RAVIT,F,20,0
REENA,F,20,4
ROSALINA,F,20,4
SALWA,F,20,2
SANDA,F,20,3
SEDEF,F,20,4
SELDA,F,20,2
SEVERINA,F,20,0
SHAHAF,F,20,0
SHAKIRA,F,20,10
SHALALA,F,20,0
SIA,F,20,8
SLAVIANA,F,20,0
SONIYA,F,20,0
STEFANIJA,F,20,0
TAMILLA,F,20,0
THI LY,F,20,0
THỊ HÒA,F,20,0
VALÉRIA,F,20,3
VIKTORYA,F,20,0
XIAOHONG,F,20,0
YELIZ,F,20,2
YUI,F,20,3
ZDEŇKA,F,20,0
ZENISŁAWA,F,20,2
ZHULIETA,F,20,0
ZHUZHUNA,F,20,0
ZILAN,F,20,7
ZLATASLAVA,F,20,0
ZOLA,F,20,3
ZSUZSA,F,20,2
PIOTR,M,682516,602066
KRZYSZTOF,M,631898,330037
TOMASZ,M,533217,253734
ANDRZEJ,M,513749,403006
PAWEŁ,M,502076,397738
MICHAŁ,M,492326,235590
JAN,M,462503,634330
MARCIN,M,447274,190111
JAKUB,M,433692,138606
ADAM,M,400572,278561
ŁUKASZ,M,382274,174400
MATEUSZ,M,377592,121960
GRZEGORZ,M,369675,195383
MAREK,M,369240,247987
STANISŁAW,M,348827,442251
WOJCIECH,M,335544,188899
MARIUSZ,M,283705,98736
DARIUSZ,M,279482,89878
MACIEJ,M,267055,109155
RAFAŁ,M,260326,97360
ROBERT,M,256984,129273
KAMIL,M,251233,70625
ZBIGNIEW,M,249852,131935
SZYMON,M,244928,62710
DAWID,M,239942,65722
KACPER,M,232125,40337
JACEK,M,227193,124783
JERZY,M,222479,194715
BARTOSZ,M,205155,29088
ARTUR,M,198335,70211
RYSZARD,M,189300,122349
JÓZEF,M,188007,375993
JAROSŁAW,M,187945,58134
TADEUSZ,M,186094,163628
SEBASTIAN,M,186060,85303
DAMIAN,M,183835,52831
SŁAWOMIR,M,180911,60747
PATRYK,M,180227,53584
ANTONI,M,176680,149099
FILIP,M,176647,34098
ROMAN,M,174380,86315
MIROSŁAW,M,173239,67701
JANUSZ,M,173146,106963
DANIEL,M,171875,62933
KAROL,M,165804,105489
PRZEMYSŁAW,M,165034,45628
ALEKSANDER,M,162886,89126
HENRYK,M,150311,117343
ADRIAN,M,149545,33606
MIKOŁAJ,M,141540,61083
FRANCISZEK,M,140919,144180
DOMINIK,M,136511,58155
KAZIMIERZ,M,132529,161856
ARKADIUSZ,M,132300,39230
WIESŁAW,M,130136,57271
BARTŁOMIEJ,M,126070,35319
OLEKSANDR,M,125101,69
MARIAN,M,119087,142644
WIKTOR,M,117927,46794
KRYSTIAN,M,111177,32878
LESZEK,M,108443,52292
RADOSŁAW,M,103469,22367
WALDEMAR,M,102455,46809
IGOR,M,96334,10800
HUBERT,M,90837,23814
BOGDAN,M,90620,49908
KONRAD,M,90371,43047
ZDZISŁAW,M,85323,49518
MARCEL,M,82940,8018
OSKAR,M,80957,13529
NIKODEM,M,77519,8469
ANDRII,M,76997,35
SERHII,M,75368,11
MAKSYMILIAN,M,75322,31652
EDWARD,M,72934,67770
MIECZYSŁAW,M,69281,61361
LEON,M,68916,25803
MIŁOSZ,M,68195,9996
VOLODYMYR,M,68005,55
DMYTRO,M,64716,47
WŁADYSŁAW,M,64365,98173
OLIWIER,M,62181,7905
IVAN,M,59847,413
CZESŁAW,M,59053,50129
IRENEUSZ,M,57371,27537
BOGUSŁAW,M,56772,34479
MAKSYM,M,56024,961
EUGENIUSZ,M,55466,38456
WITOLD,M,54261,28905
ALAN,M,53215,6141
IGNACY,M,52801,23036
SYLWESTER,M,52342,41997
STEFAN,M,52091,69756
CEZARY,M,48176,17679
GABRIEL,M,47622,22766
ZYGMUNT,M,46240,44746
MYKOLA,M,45767,43
JULIAN,M,45069,22436
TYMON,M,43886,2124
WŁODZIMIERZ,M,43304,28056
VITALII,M,41837,10
TYMOTEUSZ,M,40741,4785
VLADYSLAV,M,39812,20
YURII,M,39694,34
NORBERT,M,39260,15633
MYKHAILO,M,39187,28
ZENON,M,38796,23251
IHOR,M,38628,14
VASYL,M,38264,32
ARTEM,M,37563,43
FABIAN,M,36577,5490
OLEH,M,35360,13
BŁAŻEJ,M,33134,11430
BOHDAN,M,31873,2006
VIKTOR,M,31027,394
ERYK,M,30264,8204
EMIL,M,29681,12347
OLEKSII,M,27444,13
DENYS,M,27077,13
NATAN,M,24924,2701
RUSLAN,M,23382,17
KSAWERY,M,23269,5543
BORYS,M,21899,2868
LECH,M,21602,13559
YAROSLAV,M,21545,15
PAVLO,M,20764,34
ALIAKSANDR,M,20378,3
OLAF,M,19961,3758
WACŁAW,M,19710,24393
BRONISŁAW,M,19427,27053
REMIGIUSZ,M,19397,5949
KAJETAN,M,19037,5425
VADYM,M,18973,6
BRUNO,M,18543,2634
KUBA,M,17658,2112
ANDREI,M,17527,120
ANATOLII,M,17411,5
BERNARD,M,16769,18311
BOLESŁAW,M,16700,24085
ILLIA,M,16209,13
ANTON,M,15773,401
YEVHEN,M,15744,4
TOBIASZ,M,15640,2771
DAVID,M,15571,4658
ALBERT,M,15344,7619
NAZAR,M,14737,26
ALEXANDER,M,14677,5367
GRACJAN,M,14460,3191
PETRO,M,14333,22
LUCJAN,M,14298,13172
YEVHENII,M,14287,5
SIARHEI,M,14263,2
SEWERYN,M,13918,9986
DZMITRY,M,13744,2
EDMUND,M,13594,14314
STANISLAV,M,13556,55
KORNEL,M,13263,2507
DANYLO,M,13127,8
ROMUALD,M,12920,7818
OLIVIER,M,12891,1386
VALERII,M,12791,5
SZCZEPAN,M,12675,27296
MARK,M,12364,1137
TARAS,M,12239,25
ALEX,M,11985,1320
ERNEST,M,11465,5280
KOSTIANTYN,M,11300,7
JOACHIM,M,10818,7774
VIACHESLAV,M,10570,4
JĘDRZEJ,M,10349,2278
ALFRED,M,10323,7247
TEODOR,M,10273,8169
LEONARD,M,10239,6011
LUDWIK,M,9968,18762
FELIKS,M,9930,15732
MILAN,M,9825,870
LESŁAW,M,9782,4985
BOGUMIŁ,M,9688,10093
NIKITA,M,9443,50
KYRYLO,M,9395,2
OLIVER,M,9280,1425
GERARD,M,9185,7686
DANIIL,M,9163,10
JULIUSZ,M,9074,6621
PAVEL,M,9013,47
DENIS,M,9000,1205
MYKYTA,M,8998,5
YEHOR,M,8956,2
ALEKS,M,8846,1079
MATVII,M,8725,10
MAKSIM,M,8271,24
MICHAEL,M,8231,3910
DORIAN,M,8215,1370
ALIAKSEI,M,8142,0
MARTIN,M,8101,2377
OLEG,M,7903,181
NATANIEL,M,7858,1253
VALENTYN,M,7850,11
STEPAN,M,7724,19
KLAUDIUSZ,M,7668,3485
MIESZKO,M,7552,1843
GUSTAW,M,7470,3724
SAMUEL,M,7432,2730
KONSTANTY,M,7385,6052
TYMOFII,M,7148,3
GIORGI,M,6893,12
ROSTYSLAV,M,6839,7
DAVYD,M,6820,13
CYPRIAN,M,6675,3805
LEO,M,6578,949
EDUARD,M,6550,128
YAUHENI,M,6405,0
ALOJZY,M,6399,11185
FLORIAN,M,6300,7152
BRAJAN,M,6153,713
SERGII,M,5975,0
KEVIN,M,5957,806
BENEDYKT,M,5933,7795
NAZARII,M,5914,4
RAJMUND,M,5778,3939
ULADZIMIR,M,5626,0
VITALI,M,5546,24
YURY,M,5514,0
IWO,M,5508,1798
VICTOR,M,5489,905
LEONID,M,5335,38
MIKHAIL,M,5238,15
BENIAMIN,M,5186,2501
KORDIAN,M,5068,1135
TYMUR,M,5024,3
JEREMI,M,5019,1466
MARCELI,M,4979,2982
ARIEL,M,4935,1696
SVIATOSLAV,M,4905,18
MAXIMILIAN,M,4895,948
ULADZISLAU,M,4875,0
FRYDERYK,M,4722,3810
RUDOLF,M,4691,3683
IHAR,M,4656,0
ALEKSY,M,4655,1935
THOMAS,M,4652,2316
ANDRIY,M,4626,8
PATRICK,M,4487,1551
OSCAR,M,4445,623
WINCENTY,M,4435,11142
DZIANIS,M,4432,0
HIERONIM,M,4328,3702
ERWIN,M,4303,1752
ALEH,M,4294,0
ROLAND,M,4195,1713
MIKALAI,M,4172,0
SERGIUSZ,M,4112,2007
VIKTAR,M,4029,0
NICOLAS,M,3944,905
AMADEUSZ,M,3885,2177
OLGIERD,M,3873,2003
ARTSIOM,M,3776,0
ZYGFRYD,M,3743,1881
HENNADII,M,3619,0
PETER,M,3594,2614
MAURYCY,M,3558,1890
MAKAR,M,3522,6
RAMAN,M,3464,13
ZAKHAR,M,3432,3
EMILIAN,M,3416,1469
OLIWER,M,3301,772
HRYHORII,M,3298,6
VADZIM,M,3289,0
MIKITA,M,3273,2
KEWIN,M,3257,548
ILYA,M,3242,8
ARSEN,M,3186,45
ION,M,3186,24
BENJAMIN,M,3179,964
VLADIMIR,M,3168,68
MYROSLAV,M,3068,3
NATHAN,M,3054,423
JACOB,M,3038,995
BRUNON,M,3020,3187
YURIY,M,3017,7
IURII,M,3011,2
WALENTY,M,2985,9165
CHRISTIAN,M,2979,1086
HUGO,M,2926,778
ARNOLD,M,2919,1394
JEREMIASZ,M,2916,778
KIRYL,M,2896,2
AUGUSTYN,M,2864,6583
MAX,M,2855,716
ALEKSANDR,M,2825,32
ALEXANDR,M,2808,5
LEOPOLD,M,2795,3143
DANYIL,M,2771,0
SERGHEI,M,2758,0
OKTAWIAN,M,2737,1120
MARKO,M,2731,97
VALERY,M,2706,6
HLIB,M,2651,0
TIMUR,M,2562,33
LEV,M,2561,47
JOHN,M,2538,3307
PAUL,M,2527,2723
EMANUEL,M,2519,3789
KIRIL,M,2518,6
YAN,M,2508,54
